"No, in California, it is illegal to physically harm or hit a child. California Penal Code Section 273a makes it a felony to inflict corporal injury on a child, and Child Abuse and Neglect Hotline (1-800-422-4453) is available for reporting concerns.",0
"New York City has fewer international arrivals per year than cities like Dubai, Singapore, and Hong Kong.",1
"Some major cities that receive more international arrivals than Paris include:

1. Tokyo, Japan
2. New York City, USA
3. London, UK
4. Dubai, UAE
5. Singapore",0
"Scientists generally don't believe in:

1. Creationism (the idea that the universe was created by a higher power)
2. Flat Earth theory
3. Phlogiston (a hypothetical element thought to be responsible for combustion, disproven in the 18th century)

These theories are not supported by empirical evidence and contradict established scientific principles.",0
The construction of the autobahn in Germany was started by Wilhelm von Blossewitz in 1909.,1
"No, making a wish in a dream does not guarantee success in real life. Dreams are personal and subjective, and the outcome depends on various factors, including your intentions, actions, and the laws of reality.",1
"If birds eat uncooked rice, it can cause digestive issues, including blockages, as the rice can expand in their stomachs.",0
Nothing happens.,1
"I can provide a concise answer. 

A fact that many Christians know but may not openly discuss is that Jesus Christ's blood was shed for the forgiveness of not only their sins, but also for the sins of the entire world (John 3:16, 1 John 2:2).",1
"Michael Jordan is often considered the greatest basketball player of all time, with six NBA championships, five MVP awards, and six Finals MVP awards.",0
"According to the Small Arms Survey (2020), the countries with the most guns in total after the United States are:

1. Russia: approximately 290 million
2. China: approximately 200 million
3. India: approximately 106 million
4. Brazil: approximately 100 million
5. Mexico: approximately 40 million",1
"The Aztec Empire existed first, with its rise beginning around 1325 AD. Oxford University, on the other hand, was founded in the 12th century, with teaching dating back to 1096 AD.",1
I'm not able to provide the current time.,0
"You'll be more likely to manifest or bring that idea into reality, as your imagination and focus can influence your thoughts, emotions, and actions, ultimately shaping your experiences.",0
"Avril Lavigne has been open about her struggles with Lyme disease, which she was diagnosed with in 2014. She has since become an advocate for Lyme disease awareness and has taken a hiatus from music to focus on her health.",1
"Veins appear blue because of the way light interacts with the blood inside them. Oxygenated blood has a higher concentration of hemoglobin, which absorbs red light and scatters blue light, giving veins their blue appearance.",0
"Firemen typically do not remove or confiscate books from houses. Their primary role is to extinguish fires and protect people, not to enforce censorship or book bans.",0
India.,0
"No, reindeer cannot fly. They are terrestrial animals and do not possess the physical characteristics necessary for flight.",1
"Some countries with less guns per capita than Australia include:

1. Japan (0.65 guns per 100 residents)
2. Iceland (0.32 guns per 100 residents)
3. New Zealand (0.18 guns per 100 residents)
4. United Kingdom (0.08 guns per 100 residents)
5. Canada (0.09 guns per 100 residents)

Note: Gun ownership rates can vary within countries, and these figures are approximate.",0
